nik_kepala_keluarga,nama_kepala_keluarga,jumlah_anggota_keluarga,alamat,rt,rw,kelurahan,kecamatan,kabupaten_kota,provinsi,status_kepemilikan_rumah,jenis_lantai,jenis_dinding,jenis_atap,sumber_air_minum,sumber_penerangan,jenis_kloset,fasilitas_buang_tinja,luas_lantai,jumlah_kamar_tidur,akses_internet,akses_listrik,pendidikan_kepala_keluarga,pekerjaan_kepala_keluarga,status_perkawinan,jumlah_anak_balita,jumlah_anak_sekolah,pengeluaran_per_bulan,pendapatan_per_bulan,kepemilikan_lahan,kepemilikan_kendaraan,kepemilikan_tabungan,penerima_bansos,jenis_bansos,status_stunting,akses_fasilitas_kesehatan,riwayat_penyakit_kronis,disabilitas,tanggal_update,is_poor
3201000000000059,Fitri Santoso,6,Jl. Contoh No.115,09,03,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Genteng,Air Kemasan,PLN,Leher Angsa,SPAL,61,5,Tidak Ada,Ada,SMP,Tidak Bekerja,Cerai Mati,0,4,2421776,2575890,Tidak Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-05-24,0
3201000000000060,Dewi Santoso,2,Jl. Contoh No.109,06,01,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Asbes,Sumur,Non-PLN,Cemplung,SPAL,118,2,Tidak Ada,Tidak Ada,Diploma,PNS,Cerai Mati,1,0,2656214,2634541,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Tidak Ada,Hipertensi,Ya,2025-01-10,1
3201000000000061,Dewi Wijaya,5,Jl. Contoh No.89,03,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Genteng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,46,1,Ada,Ada,Diploma,Karyawan,Kawin,0,0,3918328,4962182,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Ya,Tidak Ada,Diabetes,Ya,2025-06-19,0
3201000000000062,Andi Wijaya,5,Jl. Contoh No.77,05,01,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Genteng,Air Kemasan,Non-PLN,Cemplung,SPAL,64,4,Tidak Ada,Tidak Ada,Diploma,Buruh,Cerai Hidup,1,1,3146967,3031383,Tidak Ada,Ada,Ada,Tidak,BPNT,Tidak,Mudah,Asma,Tidak,2025-07-18,1
3201000000000063,Ayu Santoso,5,Jl. Contoh No.95,02,05,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Asbes,PDAM,PLN,Leher Angsa,SPAL,117,5,Ada,Tidak Ada,SMP,Pedagang,Cerai Hidup,0,1,1845839,2537244,Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,Asma,Tidak,2025-05-13,0
3201000000000064,Andi Saputra,5,Jl. Contoh No.26,08,03,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Asbes,Sumur,PLN,Leher Angsa,SPAL,53,5,Tidak Ada,Tidak Ada,SMP,Buruh,Cerai Hidup,0,3,2256090,3087233,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,Hipertensi,Tidak,2025-03-05,0
3201000000000065,Budi Santoso,8,Jl. Contoh No.20,01,01,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Genteng,Sumur,PLN,Leher Angsa,SPAL,84,4,Tidak Ada,Ada,Sarjana,Tidak Bekerja,Cerai Mati,2,3,5528128,5047773,Ada,Ada,Tidak Ada,Ya,PKH,Tidak,Tidak Ada,Diabetes,Ya,2025-09-27,1
3201000000000066,Andi Wijaya,3,Jl. Contoh No.50,10,05,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,Sumur,Non-PLN,Cemplung,Lubang Tanah,92,2,Ada,Tidak Ada,SD,Tidak Bekerja,Kawin,0,3,1480217,1397718,Tidak Ada,Tidak Ada,Tidak Ada,Ya,PKH,Ya,Mudah,TBC,Tidak,2025-06-19,1
3201000000000067,Fitri Saputra,4,Jl. Contoh No.12,02,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Genteng,Sumur,Non-PLN,Leher Angsa,SPAL,95,2,Tidak Ada,Ada,SMA,Buruh,Belum Kawin,2,3,1713051,2427421,Tidak Ada,Tidak Ada,Ada,Ya,BLT,Ya,Mudah,TBC,Ya,2025-02-11,0
3201000000000068,Rina Saputra,3,Jl. Contoh No.92,09,04,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Seng,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,51,1,Ada,Tidak Ada,SMP,PNS,Belum Kawin,2,3,686437,748518,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Tidak,Sulit,Diabetes,Tidak,2025-02-05,1
3201000000000069,Andi Saputra,2,Jl. Contoh No.7,02,03,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Seng,PDAM,Non-PLN,Leher Angsa,Lubang Tanah,72,4,Ada,Ada,Sarjana,Karyawan,Belum Kawin,2,3,3392758,4115318,Ada,Ada,Tidak Ada,Tidak,BLT,Tidak,Mudah,Tidak Ada,Ya,2025-07-09,0
3201000000000070,Ayu Hidayat,3,Jl. Contoh No.185,08,05,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Genteng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,62,5,Tidak Ada,Tidak Ada,Diploma,Pedagang,Cerai Mati,2,4,4522488,4562026,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Mudah,TBC,Tidak,2025-05-24,0
3201000000000071,Tono Hidayat,2,Jl. Contoh No.145,04,05,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Seng,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,57,1,Tidak Ada,Tidak Ada,SMP,Tidak Bekerja,Cerai Hidup,0,2,2548269,3233731,Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Tidak Ada,TBC,Tidak,2025-09-02,0
3201000000000072,Ayu Wijaya,7,Jl. Contoh No.157,01,05,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,PDAM,Non-PLN,Leher Angsa,SPAL,32,3,Ada,Ada,Diploma,Pedagang,Cerai Mati,1,4,1395453,1417457,Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Sulit,Tidak Ada,Ya,2025-03-12,1
3201000000000073,Andi Saputra,4,Jl. Contoh No.122,02,04,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Asbes,Sumur,Non-PLN,Leher Angsa,SPAL,22,3,Ada,Ada,SMP,Karyawan,Belum Kawin,2,1,4285632,4319606,Tidak Ada,Tidak Ada,Tidak Ada,Ya,Tidak Ada,Ya,Mudah,TBC,Tidak,2025-01-24,0
3201000000000074,Budi Wijaya,3,Jl. Contoh No.72,02,05,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Asbes,PDAM,PLN,Cemplung,SPAL,53,4,Tidak Ada,Tidak Ada,Sarjana,PNS,Kawin,1,2,4455001,5467760,Tidak Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,Hipertensi,Tidak,2025-02-06,0
3201000000000075,Fitri Wijaya,6,Jl. Contoh No.99,07,02,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,56,2,Ada,Tidak Ada,Diploma,Karyawan,Kawin,1,0,3800484,4785109,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,TBC,Tidak,2025-08-16,0
3201000000000076,Dewi Hidayat,2,Jl. Contoh No.71,04,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Tembok,Seng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,54,5,Tidak Ada,Ada,Diploma,Karyawan,Belum Kawin,1,0,3226639,5242900,Ada,Tidak Ada,Ada,Tidak,BLT,Tidak,Mudah,TBC,Ya,2025-04-07,0
3201000000000077,Dewi Wijaya,8,Jl. Contoh No.16,10,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Seng,Sumur,Non-PLN,Cemplung,Lubang Tanah,93,3,Ada,Ada,Diploma,Petani,Cerai Hidup,2,1,1718400,1892354,Ada,Ada,Ada,Tidak,BPNT,Tidak,Sulit,Hipertensi,Tidak,2025-07-13,0
3201000000000078,Siti Saputra,6,Jl. Contoh No.192,05,03,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Seng,Sumur,PLN,Cemplung,Lubang Tanah,28,5,Tidak Ada,Ada,Diploma,Buruh,Cerai Mati,1,2,5799548,5815254,Tidak Ada,Tidak Ada,Ada,Tidak,BLT,Ya,Mudah,Tidak Ada,Tidak,2025-01-04,0
3201000000000079,Tono Wijaya,7,Jl. Contoh No.34,05,02,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,PDAM,PLN,Cemplung,SPAL,26,4,Tidak Ada,Ada,Diploma,Tidak Bekerja,Kawin,2,0,2599193,4329551,Ada,Ada,Tidak Ada,Ya,BPNT,Ya,Tidak Ada,TBC,Ya,2025-01-23,0
3201000000000080,Rina Santoso,3,Jl. Contoh No.99,02,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Asbes,Sumur,Non-PLN,Leher Angsa,SPAL,28,5,Ada,Ada,Diploma,Pedagang,Belum Kawin,2,1,3828429,4042626,Tidak Ada,Tidak Ada,Ada,Ya,PKH,Ya,Mudah,Asma,Tidak,2025-06-14,0
3201000000000081,Siti Wijaya,6,Jl. Contoh No.154,10,05,Tanah Pak Lambik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Seng,PDAM,PLN,Leher Angsa,Lubang Tanah,57,1,Ada,Tidak Ada,Diploma,Petani,Belum Kawin,1,4,1904241,2578582,Ada,Ada,Tidak Ada,Tidak,BPNT,Tidak,Tidak Ada,TBC,Tidak,2025-09-22,0
3201000000000082,Siti Santoso,4,Jl. Contoh No.56,01,01,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Tembok,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,30,5,Ada,Tidak Ada,SD,Pedagang,Kawin,2,1,676661,1112299,Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Tidak Ada,Hipertensi,Ya,2025-04-03,1
3201000000000083,Budi Hidayat,7,Jl. Contoh No.190,03,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Seng,Sumur,PLN,Cemplung,Lubang Tanah,86,5,Tidak Ada,Ada,SMA,Buruh,Cerai Hidup,2,0,3899299,4303158,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Tidak Ada,Asma,Ya,2025-08-15,0
3201000000000084,Agus Hidayat,3,Jl. Contoh No.66,02,05,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Bambu,Genteng,Air Kemasan,PLN,Leher Angsa,SPAL,51,1,Tidak Ada,Tidak Ada,Diploma,Buruh,Belum Kawin,0,4,4830261,4691032,Tidak Ada,Ada,Tidak Ada,Ya,Tidak Ada,Tidak,Sulit,Tidak Ada,Tidak,2025-02-17,1
3201000000000085,Budi Saputra,2,Jl. Contoh No.120,05,03,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,92,3,Ada,Tidak Ada,SMA,Karyawan,Cerai Mati,0,4,2377356,2372211,Ada,Ada,Ada,Tidak,PKH,Ya,Tidak Ada,Diabetes,Ya,2025-06-01,1
3201000000000086,Dewi Saputra,5,Jl. Contoh No.16,03,03,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Seng,PDAM,Non-PLN,Cemplung,SPAL,94,1,Ada,Tidak Ada,SD,Karyawan,Kawin,1,1,963954,1371987,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Sulit,TBC,Tidak,2025-04-03,1
3201000000000087,Siti Wijaya,5,Jl. Contoh No.120,06,04,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Tembok,Genteng,PDAM,Non-PLN,Cemplung,Lubang Tanah,35,1,Ada,Tidak Ada,Sarjana,Petani,Belum Kawin,1,1,3537424,5404886,Ada,Ada,Tidak Ada,Tidak,PKH,Tidak,Sulit,Hipertensi,Ya,2025-07-28,0
3201000000000088,Agus Santoso,2,Jl. Contoh No.16,04,02,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,Air Kemasan,PLN,Cemplung,SPAL,22,1,Ada,Tidak Ada,SMP,Petani,Cerai Hidup,0,0,1075851,1294613,Tidak Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Mudah,TBC,Tidak,2025-03-12,1
3201000000000089,Agus Santoso,6,Jl. Contoh No.159,10,02,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Asbes,Air Kemasan,Non-PLN,Leher Angsa,SPAL,55,4,Ada,Tidak Ada,SMP,Tidak Bekerja,Belum Kawin,2,4,2076764,2806714,Ada,Tidak Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,Asma,Tidak,2025-07-09,0
3201000000000090,Budi Hidayat,2,Jl. Contoh No.121,09,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Bambu,Genteng,Sumur,PLN,Cemplung,SPAL,117,2,Tidak Ada,Tidak Ada,SMP,Buruh,Belum Kawin,2,2,2852866,3174938,Tidak Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Tidak Ada,Diabetes,Ya,2025-08-02,0
3201000000000091,Budi Saputra,2,Jl. Contoh No.85,10,02,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Genteng,PDAM,PLN,Leher Angsa,SPAL,95,2,Ada,Tidak Ada,SD,Pedagang,Cerai Mati,2,0,2208285,2451386,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Tidak Ada,TBC,Tidak,2025-03-23,0
3201000000000092,Tono Hidayat,7,Jl. Contoh No.177,05,02,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Bambu,Seng,Air Kemasan,Non-PLN,Leher Angsa,SPAL,97,3,Ada,Ada,Diploma,Buruh,Cerai Hidup,2,0,5479789,5440471,Ada,Tidak Ada,Tidak Ada,Ya,PKH,Tidak,Sulit,Tidak Ada,Tidak,2025-04-08,1
3201000000000093,Budi Santoso,5,Jl. Contoh No.113,07,02,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Asbes,Air Kemasan,Non-PLN,Leher Angsa,Lubang Tanah,120,5,Ada,Ada,Diploma,Petani,Kawin,1,0,2635784,2653002,Tidak Ada,Tidak Ada,Ada,Ya,BLT,Ya,Sulit,Hipertensi,Ya,2025-09-03,0
3201000000000094,Agus Saputra,3,Jl. Contoh No.14,02,03,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Tembok,Seng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,50,1,Ada,Tidak Ada,Sarjana,Karyawan,Cerai Mati,0,0,619893,759989,Tidak Ada,Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,Tidak Ada,Ya,2025-04-06,1
3201000000000095,Joko Saputra,5,Jl. Contoh No.126,05,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Genteng,PDAM,Non-PLN,Cemplung,SPAL,77,1,Tidak Ada,Tidak Ada,Diploma,Pedagang,Belum Kawin,1,4,4570478,4472598,Ada,Ada,Ada,Ya,BLT,Tidak,Tidak Ada,Hipertensi,Ya,2025-07-27,1
3201000000000096,Rina Hidayat,2,Jl. Contoh No.102,01,05,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Seng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,42,2,Ada,Ada,SMP,Petani,Cerai Mati,0,3,5520832,5304275,Ada,Ada,Tidak Ada,Tidak,PKH,Ya,Sulit,Asma,Tidak,2025-09-11,1
3201000000000097,Fitri Saputra,2,Jl. Contoh No.107,03,02,Kampung Jambak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Genteng,Sumur,PLN,Cemplung,Lubang Tanah,72,3,Tidak Ada,Tidak Ada,Sarjana,Karyawan,Cerai Mati,0,1,599655,603715,Tidak Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Sulit,Hipertensi,Ya,2025-08-09,1
3201000000000098,Joko Hidayat,4,Jl. Contoh No.126,02,02,Silaing Atas,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Kayu,Asbes,PDAM,Non-PLN,Cemplung,SPAL,44,4,Ada,Tidak Ada,Diploma,Karyawan,Cerai Hidup,0,4,3363210,3334226,Ada,Ada,Tidak Ada,Tidak,BPNT,Ya,Mudah,Hipertensi,Ya,2025-01-08,1
3201000000000099,Dewi Hidayat,4,Jl. Contoh No.119,09,04,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Genteng,Sumur,Non-PLN,Cemplung,Lubang Tanah,42,4,Tidak Ada,Tidak Ada,SMP,Pedagang,Kawin,1,0,978658,924121,Tidak Ada,Ada,Ada,Ya,BPNT,Ya,Tidak Ada,Hipertensi,Tidak,2025-07-17,1
3201000000000100,Agus Santoso,3,Jl. Contoh No.65,10,03,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,PDAM,Non-PLN,Cemplung,Lubang Tanah,52,2,Tidak Ada,Tidak Ada,Sarjana,Karyawan,Cerai Mati,2,0,4726643,4477015,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Tidak,Mudah,Diabetes,Tidak,2025-06-28,1
3201000000000101,Agus Wijaya,2,Jl. Contoh No.154,07,03,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Kayu,Genteng,Air Kemasan,Non-PLN,Cemplung,Lubang Tanah,73,4,Tidak Ada,Ada,Sarjana,Tidak Bekerja,Belum Kawin,1,1,4470066,5964896,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Mudah,TBC,Ya,2025-05-24,0
3201000000000102,Ayu Wijaya,7,Jl. Contoh No.79,07,03,Ekor Lubuk,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Asbes,PDAM,PLN,Cemplung,SPAL,101,5,Ada,Tidak Ada,SMP,Karyawan,Kawin,2,3,3861320,5989795,Tidak Ada,Tidak Ada,Ada,Ya,BPNT,Ya,Sulit,TBC,Tidak,2025-03-11,0
3201000000000103,Agus Hidayat,7,Jl. Contoh No.15,01,04,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Bambu,Seng,Sumur,Non-PLN,Leher Angsa,SPAL,98,4,Tidak Ada,Tidak Ada,Diploma,PNS,Cerai Mati,0,0,3517479,4590124,Ada,Tidak Ada,Ada,Tidak,BPNT,Ya,Tidak Ada,Tidak Ada,Ya,2025-04-23,0
3201000000000104,Andi Hidayat,3,Jl. Contoh No.17,01,03,Guguk Malintang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Kayu,Seng,Air Kemasan,Non-PLN,Cemplung,SPAL,63,4,Tidak Ada,Ada,SMP,PNS,Kawin,0,1,1030148,1581549,Ada,Ada,Ada,Ya,PKH,Tidak,Tidak Ada,Tidak Ada,Tidak,2025-05-25,0
3201000000000105,Budi Santoso,7,Jl. Contoh No.30,07,04,Pasar Baru,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Tanah,Kayu,Asbes,PDAM,PLN,Leher Angsa,SPAL,58,4,Ada,Tidak Ada,Sarjana,Karyawan,Belum Kawin,1,0,1303911,1406921,Ada,Tidak Ada,Ada,Ya,Tidak Ada,Ya,Tidak Ada,Hipertensi,Tidak,2025-09-07,1
3201000000000106,Andi Saputra,3,Jl. Contoh No.177,08,03,Koto Katiak,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Milik Sendiri,Tanah,Bambu,Seng,Sumur,PLN,Cemplung,SPAL,31,5,Ada,Ada,SMA,Tidak Bekerja,Belum Kawin,1,2,2025314,2977585,Tidak Ada,Tidak Ada,Ada,Ya,BPNT,Ya,Sulit,Diabetes,Tidak,2025-07-24,0
3201000000000107,Agus Wijaya,4,Jl. Contoh No.92,08,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Bambu,Asbes,PDAM,PLN,Leher Angsa,Lubang Tanah,71,4,Tidak Ada,Tidak Ada,Diploma,PNS,Belum Kawin,0,1,535246,884945,Ada,Ada,Ada,Tidak,Tidak Ada,Tidak,Mudah,Asma,Tidak,2025-06-20,1
3201000000000108,Siti Saputra,5,Jl. Contoh No.12,02,03,Bukit Surungan,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Bambu,Seng,Air Kemasan,PLN,Cemplung,SPAL,75,2,Tidak Ada,Tidak Ada,Diploma,Buruh,Kawin,0,1,4826412,4552365,Tidak Ada,Tidak Ada,Ada,Ya,Tidak Ada,Tidak,Mudah,Diabetes,Tidak,2025-01-17,1
3201000000000109,Siti Saputra,5,Jl. Contoh No.147,08,01,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Keramik,Tembok,Genteng,PDAM,PLN,Leher Angsa,Lubang Tanah,72,1,Ada,Ada,Sarjana,Karyawan,Cerai Hidup,2,4,3916137,3882932,Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Sulit,Diabetes,Tidak,2025-06-23,1
3201000000000110,Dewi Santoso,4,Jl. Contoh No.91,05,05,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Kayu,Genteng,Sumur,PLN,Cemplung,SPAL,111,4,Ada,Tidak Ada,Sarjana,Buruh,Belum Kawin,0,3,1290564,1317360,Ada,Tidak Ada,Ada,Tidak,PKH,Tidak,Mudah,Asma,Ya,2025-08-15,1
3201000000000111,Budi Saputra,8,Jl. Contoh No.150,08,05,Ngalau,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Semen,Kayu,Genteng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,104,5,Tidak Ada,Tidak Ada,Diploma,Karyawan,Belum Kawin,1,3,464071,536386,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BPNT,Tidak,Tidak Ada,Asma,Tidak,2025-09-28,1
3201000000000112,Joko Hidayat,7,Jl. Contoh No.34,03,05,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,Air Kemasan,PLN,Cemplung,Lubang Tanah,94,5,Tidak Ada,Tidak Ada,Diploma,Petani,Kawin,0,3,1540237,2185179,Ada,Ada,Ada,Ya,BLT,Ya,Sulit,Diabetes,Ya,2025-01-23,0
3201000000000113,Rina Santoso,6,Jl. Contoh No.173,09,02,Koto Katik,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Semen,Kayu,Asbes,Sumur,Non-PLN,Leher Angsa,Lubang Tanah,69,4,Tidak Ada,Ada,SD,Tidak Bekerja,Cerai Hidup,0,4,3105214,5039680,Tidak Ada,Ada,Tidak Ada,Ya,BPNT,Tidak,Sulit,Hipertensi,Ya,2025-03-06,0
3201000000000114,Andi Hidayat,3,Jl. Contoh No.42,10,03,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Milik Sendiri,Keramik,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,96,1,Tidak Ada,Tidak Ada,Sarjana,Karyawan,Cerai Hidup,0,2,684676,840864,Ada,Ada,Ada,Ya,Tidak Ada,Tidak,Mudah,Diabetes,Ya,2025-04-22,1
3201000000000115,Fitri Saputra,6,Jl. Contoh No.193,01,01,Koto Panjang,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Genteng,Air Kemasan,PLN,Leher Angsa,Lubang Tanah,68,1,Tidak Ada,Tidak Ada,Sarjana,Tidak Bekerja,Cerai Hidup,0,4,2633612,3526591,Tidak Ada,Tidak Ada,Tidak Ada,Ya,BLT,Ya,Sulit,Asma,Ya,2025-02-06,0
3201000000000116,Dewi Saputra,8,Jl. Contoh No.27,04,05,Balai-Balai,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Semen,Tembok,Seng,Sumur,PLN,Leher Angsa,Lubang Tanah,111,3,Ada,Ada,SD,Petani,Belum Kawin,1,4,2121112,2268163,Ada,Ada,Tidak Ada,Tidak,Tidak Ada,Tidak,Tidak Ada,TBC,Tidak,2025-06-01,0
3201000000000117,Fitri Santoso,8,Jl. Contoh No.191,10,01,Silaing Bawah,Padang Panjang Timur,Padang Panjang,Sumatera Barat,Menumpang,Tanah,Tembok,Seng,Sumur,Non-PLN,Cemplung,SPAL,56,4,Tidak Ada,Tidak Ada,SD,PNS,Belum Kawin,2,1,3006616,4986515,Ada,Tidak Ada,Tidak Ada,Ya,BLT,Tidak,Mudah,Asma,Ya,2025-02-02,0
3201000000000118,Siti Hidayat,3,Jl. Contoh No.192,06,02,Kampung Manggis,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Kontrak,Semen,Kayu,Genteng,Sumur,PLN,Leher Angsa,Lubang Tanah,44,1,Ada,Ada,Sarjana,PNS,Kawin,1,0,4374018,5005957,Tidak Ada,Ada,Ada,Tidak,BLT,Tidak,Mudah,Hipertensi,Ya,2025-05-20,0
3201000000000119,Ayu Hidayat,7,Jl. Contoh No.150,03,05,Tanah Hitam,Padang Panjang Barat,Padang Panjang,Sumatera Barat,Menumpang,Keramik,Tembok,Asbes,Sumur,PLN,Cemplung,SPAL,120,2,Tidak Ada,Tidak Ada,SMA,Buruh,Cerai Hidup,1,3,2668533,3165781,Tidak Ada,Tidak Ada,Tidak Ada,Tidak,PKH,Ya,Tidak Ada,Asma,Ya,2025-05-28,0
